target_id	length	eff_length	est_counts	tpm
ENSMUST00000140514	738	526.944	56.4821	1.95573
ENSMUST00000144983	481	272.505	5.9795	0.400362
ENSMUST00000114943	5219	5007.82	2	0.00728691
ENSMUST00000073379	4855	4643.82	0	0
ENSMUST00000126030	3855	3643.82	0	0
ENSMUST00000074262	4882	4670.82	46.1235	0.180174
ENSMUST00000151295	500	290.923	0	0
ENSMUST00000099944	3973	3761.82	0	0
ENSMUST00000035214	4557	4345.82	9577.94	40.2126
ENSMUST00000164395	847	635.87	3.74527	0.107467
ENSMUST00000177396	880	668.87	0	0
ENSMUST00000167159	2157	1945.82	1187.27	11.1329
ENSMUST00000176854	2249	2037.82	207.24	1.85554
ENSMUST00000175874	596	385.517	0	0
ENSMUST00000176566	786	574.91	15.3699	0.487791
ENSMUST00000175908	146	29.5898	6.28361	3.87462
ENSMUST00000177158	1244	1032.82	14.9562	0.264216
ENSMUST00000176613	131	24.1453	0	0
ENSMUST00000178147	652	441.284	21415.4	885.463
ENSMUST00000109905	1420	1208.82	8143	122.909
ENSMUST00000021684	2119	1907.82	213	2.03706
ENSMUST00000173492	2350	2138.82	19751.1	168.492
ENSMUST00000173982	406	202.095	478.508	43.2012
ENSMUST00000174507	2118	1906.82	1623.82	15.5378
ENSMUST00000173885	1865	1653.82	881.86	9.72911
ENSMUST00000173386	698	487.107	0	0
ENSMUST00000172608	736	524.944	722.441	25.1103
ENSMUST00000114361	2260	2048.82	68.7418	0.61218
ENSMUST00000098550	1587	1375.82	184	2.44016
ENSMUST00000095755	2204	1992.82	97	0.888108
ENSMUST00000072012	2440	2228.82	12.3211	0.100864
ENSMUST00000121404	1602	1390.82	11.4804	0.150608
ENSMUST00000137905	659	448.227	0	0
ENSMUST00000179758	1046	834.822	2.4791	0.054183
ENSMUST00000153983	2596	2384.82	228.31	1.74675
ENSMUST00000106539	2522	2310.82	37.5311	0.296338
ENSMUST00000103036	749	537.91	517.549	17.5552
ENSMUST00000128632	805	593.91	353.158	10.8495
ENSMUST00000122946	363	164.309	1.40309	0.155806
ENSMUST00000133192	306	119.246	0	0
ENSMUST00000135619	468	259.972	59.4526	4.17259
ENSMUST00000021079	666	455.198	72.9351	2.92347
ENSMUST00000155134	534	324.229	190.751	10.7344
ENSMUST00000134386	513	303.654	454.91	27.3344
ENSMUST00000118125	2301	2089.82	59.6093	0.520436
ENSMUST00000149779	504	294.828	6	0.371317
ENSMUST00000033015	2048	1836.82	44.8402	0.445413
ENSMUST00000149686	1404	1192.82	75.703	1.15798
ENSMUST00000124695	865	653.87	36.2835	1.01247
ENSMUST00000133279	467	258.989	11.5841	0.8161
ENSMUST00000031538	2607	2395.82	1931.77	14.7117
ENSMUST00000147743	884	672.87	172.229	4.67021
ENSMUST00000131427	923	711.87	93.3005	2.39136
ENSMUST00000140090	368	168.52	38.9783	4.22021
ENSMUST00000131771	470	261.938	145.139	10.1099
ENSMUST00000076896	2301	2089.82	33.359	0.29125
ENSMUST00000102818	3626	3414.82	281.273	1.50287
ENSMUST00000123080	1015	803.822	7.80154	0.177085
ENSMUST00000146557	467	258.989	28.4697	2.00569
ENSMUST00000179989	2826	2614.82	73.4559	0.512563
ENSMUST00000037127	1719	1507.82	1035.33	12.5282
ENSMUST00000144373	830	618.87	261.911	7.72177
ENSMUST00000146384	1336	1124.82	923.764	14.9844
ENSMUST00000125312	596	385.517	7.36818	0.348722
ENSMUST00000134453	245	78.5156	11.6339	2.70354
ENSMUST00000134379	1013	801.822	4.99497	0.113663
ENSMUST00000070849	939	727.87	0	0
ENSMUST00000037960	2982	2770.82	734.101	4.83404
ENSMUST00000088935	2815	2603.82	1578.24	11.0592
ENSMUST00000123054	1388	1176.82	125.932	1.95249
ENSMUST00000127440	3432	3220.82	31.9383	0.180929
ENSMUST00000132652	1102	890.822	7.13628	0.146165
ENSMUST00000149416	866	654.87	2.14489	0.0597602
ENSMUST00000051484	1398	1186.82	1657	25.4741
ENSMUST00000138850	1648	1436.82	0	0
ENSMUST00000142435	2831	2619.82	0	0
ENSMUST00000153002	2270	2058.82	0	0
ENSMUST00000138863	2130	1918.82	0	0
ENSMUST00000149423	332	139.008	0	0
ENSMUST00000044749	5082	4870.82	0	0
ENSMUST00000081202	1107	895.822	1191	24.2579
ENSMUST00000020049	1813	1601.82	537.719	6.12496
ENSMUST00000133538	4314	4102.82	9850.39	43.806
ENSMUST00000155406	511	301.751	39.7919	2.40607
ENSMUST00000100764	2195	1983.82	118.733	1.09202
ENSMUST00000142654	1213	1001.82	333.188	6.06821
ENSMUST00000133176	806	594.91	0	0
ENSMUST00000064701	2130	1918.82	1316.55	12.5188
ENSMUST00000091852	3738	3526.82	3768	19.4935
ENSMUST00000096265	3210	2998.82	72.9998	0.444154
ENSMUST00000163801	3072	2860.82	0.00019048	1.21484e-06
ENSMUST00000124907	4789	4577.82	0	0
ENSMUST00000146509	1458	1246.82	0	0
ENSMUST00000065496	7161	6949.82	132.737	0.348481
ENSMUST00000130405	3881	3669.82	0	0
ENSMUST00000126567	729	517.978	0	0
ENSMUST00000149754	775	563.91	0	0
ENSMUST00000022521	2612	2400.82	860.747	6.54151
ENSMUST00000112208	2764	2552.82	0	0
ENSMUST00000112207	2139	1927.82	2.06942	0.0195859
ENSMUST00000112206	2215	2003.82	0	0
ENSMUST00000140701	1289	1077.82	793.799	13.4377
ENSMUST00000112202	2005	1793.82	0	0
ENSMUST00000112203	1927	1715.82	105.739	1.12441
ENSMUST00000130736	2517	2305.82	309.92	2.45237
ENSMUST00000128135	620	409.311	136.098	6.06682
ENSMUST00000145806	642	431.284	52.8962	2.23781
ENSMUST00000135714	636	425.284	79.4654	3.40927
ENSMUST00000112210	2773	2561.82	838.395	5.97121
ENSMUST00000112211	2851	2639.82	0	0
ENSMUST00000178534	1530	1318.82	2.01984e-05	2.79443e-07
ENSMUST00000094017	1530	1318.82	18.2638	0.252678
ENSMUST00000033139	4661	4449.82	3070.52	12.5902
ENSMUST00000035458	4652	4440.82	927.855	3.81223
ENSMUST00000034131	3180	2968.82	10556	64.875
ENSMUST00000102944	1884	1672.82	665.228	7.25576
ENSMUST00000132631	477	268.663	1.94455	0.132061
ENSMUST00000126277	697	486.107	97.4878	3.65916
ENSMUST00000159923	320	129.741	28.6108	4.02359
ENSMUST00000138623	600	389.517	97.8666	4.58427
ENSMUST00000167751	1212	1000.82	403.579	7.35757
ENSMUST00000099362	3196	2984.82	2317.75	14.1681
ENSMUST00000144945	2861	2649.82	1017.67	7.0073
ENSMUST00000134647	2832	2620.82	537.394	3.74126
ENSMUST00000138028	640	429.284	1.50675	0.0640412
ENSMUST00000127397	621	410.311	73.769	3.28037
ENSMUST00000057598	3881	3669.82	777	3.86312
ENSMUST00000041638	3005	2793.82	1885	12.3105
ENSMUST00000027897	1680	1468.82	1053.16	13.0824
ENSMUST00000130804	1077	865.822	1014.17	21.372
ENSMUST00000132289	489	280.254	298.976	19.4647
ENSMUST00000144452	1708	1496.82	464.695	5.66448
ENSMUST00000023361	4228	4016.82	3381.42	15.3596
ENSMUST00000150435	511	301.751	0	0
ENSMUST00000127432	738	526.944	0	0
ENSMUST00000115804	2880	2668.82	579.649	3.96285
ENSMUST00000152450	782	570.91	12.6428	0.404053
ENSMUST00000154150	3178	2966.82	898.98	5.52867
ENSMUST00000124860	623	412.311	0	0
ENSMUST00000144913	669	458.169	194.496	7.74547
ENSMUST00000148848	620	409.311	22.5996	1.00742
ENSMUST00000115803	1268	1056.82	13.8209	0.238614
ENSMUST00000115802	2466	2254.82	79.9321	0.646802
ENSMUST00000139859	792	580.91	28.7708	0.903661
ENSMUST00000151774	754	542.91	7.02207	0.235993
ENSMUST00000148551	472	263.87	76.8135	5.31141
ENSMUST00000137715	683	472.169	46.3247	1.7901
ENSMUST00000071898	4515	4303.82	19269	81.6897
ENSMUST00000022009	999	787.822	3590	83.1436
ENSMUST00000025393	3384	3172.82	3666	21.0819
ENSMUST00000114939	2233	2021.82	92.4465	0.834276
ENSMUST00000131339	487	278.362	157.086	10.2965
ENSMUST00000147315	569	358.659	8.8398	0.449701
ENSMUST00000142672	917	705.87	2.30034	0.0594605
ENSMUST00000129326	430	224.061	29.3255	2.38804
ENSMUST00000090986	2273	2061.82	2	0.0176987
ENSMUST00000146512	690	479.138	0	0
ENSMUST00000021157	1161	949.822	700.704	13.4603
ENSMUST00000129264	837	625.87	233.225	6.79912
ENSMUST00000029929	3654	3442.82	65.9845	0.349695
ENSMUST00000159643	602	391.517	1	0.0466028
ENSMUST00000031535	3190	2978.82	339.165	2.07744
ENSMUST00000176911	1687	1475.82	9.31445	0.115156
ENSMUST00000176550	1256	1044.82	21.9242	0.382863
ENSMUST00000184027	2390	2178.82	4.17987	0.0350029
ENSMUST00000150700	163	36.314	0	0
ENSMUST00000137284	1853	1641.82	629.444	6.99509
ENSMUST00000112295	2655	2443.82	562.099	4.19668
ENSMUST00000047947	1425	1213.82	266.53	4.0064
ENSMUST00000145330	771	559.91	19.9338	0.649582
ENSMUST00000110152	1873	1661.82	46.4306	0.509779
ENSMUST00000135582	1771	1559.82	1712.21	20.0283
ENSMUST00000102687	1566	1354.82	1346.43	18.1327
ENSMUST00000129510	1862	1650.82	1028.48	11.3673
ENSMUST00000123586	604	393.492	84.8035	3.93224
ENSMUST00000134642	443	236.265	34.1732	2.63906
ENSMUST00000127750	454	246.481	9.9048	0.733205
ENSMUST00000089049	3716	3504.82	127.271	0.662559
ENSMUST00000139947	2411	2199.82	227.716	1.88872
ENSMUST00000047085	2348	2136.82	1155.08	9.86296
ENSMUST00000145959	2362	2150.82	384.383	3.26079
ENSMUST00000130081	2336	2124.82	1084.43	9.312
ENSMUST00000149921	305	118.563	67.0337	10.3159
ENSMUST00000153161	835	623.87	139.134	4.06912
ENSMUST00000142098	462	254.122	1.24235	0.0891995
ENSMUST00000133846	226	67.2702	1.13725	0.308457
ENSMUST00000065383	1725	1513.82	8	0.0964223
ENSMUST00000108361	618	407.338	0	0
ENSMUST00000004784	2460	2248.82	521	4.22712
ENSMUST00000105374	926	714.87	0	0
ENSMUST00000034552	861	649.87	450	12.6342
ENSMUST00000044060	1550	1338.82	1874.78	25.55
ENSMUST00000127592	652	441.284	0	0
ENSMUST00000153915	481	272.505	3.44325	0.230545
ENSMUST00000092486	5188	4976.82	2080.72	7.62823
ENSMUST00000120336	3645	3433.82	17.3401	0.0921376
ENSMUST00000065286	2035	1823.82	1589.75	15.9041
ENSMUST00000071944	2665	2453.82	0	0
ENSMUST00000113594	2580	2368.82	26.8673	0.206945
ENSMUST00000126481	2543	2331.82	0	0
ENSMUST00000155342	2117	1905.82	58.9091	0.563979
ENSMUST00000073843	2572	2360.82	26.29	0.203184
ENSMUST00000138842	2569	2357.82	8.93359	0.0691317
ENSMUST00000149533	1560	1348.82	0	0
ENSMUST00000150193	621	410.311	0	0
ENSMUST00000099201	1232	1020.82	0	0
ENSMUST00000117409	2321	2109.82	146.661	1.26833
ENSMUST00000102633	3044	2832.82	495.219	3.18963
ENSMUST00000141054	3224	3012.82	362.707	2.19657
ENSMUST00000117784	2387	2175.82	527.985	4.42752
ENSMUST00000119650	2274	2062.82	474.936	4.20084
ENSMUST00000127157	1476	1264.82	301.493	4.3492
ENSMUST00000097739	10579	10367.8	2538	4.46649
ENSMUST00000160289	1438	1226.82	4240.83	63.0712
ENSMUST00000162510	895	683.87	952.702	25.4183
ENSMUST00000159694	803	591.91	460.625	14.1989
ENSMUST00000161470	707	496.075	196.588	7.23058
ENSMUST00000161076	688	477.169	228.143	8.72364
ENSMUST00000161414	370	170.245	78.1146	8.37182
ENSMUST00000041138	4971	4759.82	1004	3.84862
ENSMUST00000022690	4033	3821.82	4092.43	19.5377
ENSMUST00000109533	3813	3601.82	833.265	4.22108
ENSMUST00000145715	416	211.158	1.03625	0.089541
ENSMUST00000029175	3906	3694.82	39.0207	0.192692
ENSMUST00000133900	222	65.177	4.07976	1.1421
ENSMUST00000129770	630	419.311	1.23557	0.0537641
ENSMUST00000109531	3586	3374.82	1591.91	8.60658
ENSMUST00000109529	2020	1808.82	0	0
ENSMUST00000092576	3887	3675.82	585.45	2.90601
ENSMUST00000091319	1496	1284.82	0	0
ENSMUST00000009214	1179	967.822	0	0
ENSMUST00000160450	779	567.91	0	0
ENSMUST00000160072	571	360.635	0	0
ENSMUST00000159994	1728	1516.82	4.01143	0.0482533
ENSMUST00000159761	1063	851.822	0	0
ENSMUST00000166088	1203	991.822	0	0
ENSMUST00000179546	1190	978.822	0	0
ENSMUST00000030103	741	529.944	974	33.5344
ENSMUST00000135768	2144	1932.82	1016.97	9.60021
ENSMUST00000034615	2019	1807.82	1069.48	10.7939
ENSMUST00000121246	2016	1804.82	129.137	1.30551
ENSMUST00000095509	1812	1600.82	5.85797	0.0667678
ENSMUST00000167431	249	80.8574	0	0
ENSMUST00000033958	2736	2524.82	0	0
ENSMUST00000170318	2606	2394.82	0	0
ENSMUST00000171611	1199	987.822	4.2413	0.0783399
ENSMUST00000170740	452	244.592	0	0
ENSMUST00000168662	443	236.265	0	0
ENSMUST00000166986	481	272.505	0	0
ENSMUST00000167703	452	244.592	0	0
ENSMUST00000169598	437	230.63	0	0
ENSMUST00000171438	2501	2289.82	1.7587	0.0140137
ENSMUST00000021161	3267	3055.82	4614.74	27.5538
ENSMUST00000140167	345	149.475	0	0
ENSMUST00000137701	640	429.284	11.0997	0.471769
ENSMUST00000000901	4885	4673.82	43.3033	0.169049
ENSMUST00000113736	4940	4728.82	0.00239472	9.23985e-06
ENSMUST00000087984	4956	4744.82	38.2276	0.147001
ENSMUST00000147863	5017	4805.82	25.5868	0.0971427
ENSMUST00000113735	3692	3480.82	209.184	1.0965
ENSMUST00000151020	3316	3104.82	3054.47	17.9499
ENSMUST00000148076	326	134.139	14.7476	2.00599
ENSMUST00000146772	559	348.75	64.4792	3.3734
ENSMUST00000025439	2455	2243.82	2293	18.6457
ENSMUST00000110942	2802	2590.82	907.423	6.3905
ENSMUST00000078902	2706	2494.82	452.577	3.30991
ENSMUST00000147954	565	354.659	17907.3	921.262
ENSMUST00000117757	1273	1061.82	29809	512.222
ENSMUST00000118875	1420	1208.82	54983.3	829.91
ENSMUST00000183272	884	672.87	0.00094985	2.57565e-05
ENSMUST00000182464	471	262.938	1853.46	128.615
ENSMUST00000144205	560	349.75	9.19149	0.479503
ENSMUST00000182115	483	274.47	15.7142	1.04462
ENSMUST00000182052	471	262.938	44.988	3.1218
ENSMUST00000182277	482	273.505	272.172	18.1568
ENSMUST00000182670	358	160.139	8.69246	0.990396
ENSMUST00000144588	769	557.91	2400.19	78.4955
ENSMUST00000073605	1272	1060.82	28.1264	0.483764
ENSMUST00000164838	1850	1638.82	29.5516	0.329012
ENSMUST00000062747	2400	2188.82	32	0.266748
ENSMUST00000163153	4156	3944.82	7169.76	33.1619
ENSMUST00000000590	4562	4350.82	97.1958	0.407604
ENSMUST00000061352	1835	1623.82	35.04	0.39372
ENSMUST00000115110	1973	1761.82	3312.09	34.3007
ENSMUST00000132547	4269	4057.82	1407.11	6.32701
ENSMUST00000160242	3806	3594.82	0	0
ENSMUST00000088547	3925	3713.82	31.0604	0.152598
ENSMUST00000178108	2888	2676.82	1	0.00681621
ENSMUST00000180042	2980	2768.82	0	0
ENSMUST00000180213	2623	2411.82	96.8288	0.732524
ENSMUST00000021963	1382	1170.82	719.046	11.2054
ENSMUST00000169228	597	386.517	166.576	7.86334
ENSMUST00000165154	965	753.822	1226.38	29.6837
ENSMUST00000145007	1186	974.822	8.48397	0.158795
ENSMUST00000156276	1150	938.822	8.97985	0.174521
ENSMUST00000138439	1165	953.822	0	0
ENSMUST00000128568	705	494.107	1.53618	0.0567261
ENSMUST00000111086	2597	2385.82	0	0
ENSMUST00000111087	2558	2346.82	0	0
ENSMUST00000123063	983	771.822	14.7857	0.349533
ENSMUST00000142772	528	318.353	0	0
ENSMUST00000111088	4427	4215.82	29.7726	0.128854
ENSMUST00000147923	834	622.87	2.04036	0.0597684
ENSMUST00000172990	608	397.441	0	0
ENSMUST00000153639	538	328.165	3.44068	0.1913
ENSMUST00000090397	3069	2857.82	47.6752	0.304383
ENSMUST00000111085	2779	2567.82	0	0
ENSMUST00000111083	2370	2158.82	102.734	0.868278
ENSMUST00000090391	2869	2657.82	8.5561	0.0587371
ENSMUST00000111082	3116	2904.82	8.49006	0.0533278
ENSMUST00000156216	1635	1423.82	3.2759	0.0419796
ENSMUST00000153011	654	443.256	0	0
ENSMUST00000154302	2343	2131.82	65.5745	0.561237
ENSMUST00000140173	925	713.87	0	0
ENSMUST00000135412	870	658.87	0	0
ENSMUST00000154643	2919	2707.82	75.1417	0.506318
ENSMUST00000138365	874	662.87	0	0
ENSMUST00000145744	743	531.944	0	0
ENSMUST00000155081	778	566.91	0	0
ENSMUST00000123000	1096	884.822	2	0.0412417
ENSMUST00000146803	2148	1936.82	92.8752	0.874928
ENSMUST00000147946	527	317.373	2.46654	0.141801
ENSMUST00000167211	2814	2602.82	8.1596	0.0571988
ENSMUST00000175916	7876	7664.82	18	0.0428482
ENSMUST00000010319	3286	3074.82	0	0
ENSMUST00000177288	2797	2585.82	0	0
ENSMUST00000089304	60	12.3043	0	0
ENSMUST00000120033	1898	1686.82	0	0
ENSMUST00000136473	789	577.91	0	0
ENSMUST00000119239	1772	1560.82	16	0.187038
ENSMUST00000139821	1877	1665.82	0	0
ENSMUST00000134847	548	338.037	0	0
ENSMUST00000179472	2194	1982.82	0	0
ENSMUST00000031434	1954	1742.82	2536	26.5496
ENSMUST00000098906	1690	1478.82	19.1645	0.236452
ENSMUST00000137309	826	614.91	11.35	0.336782
ENSMUST00000118254	2215	2003.82	12.1567	0.110692
ENSMUST00000173488	1449	1237.82	15.4318	0.227469
ENSMUST00000051277	1572	1360.82	0	0
ENSMUST00000185052	3480	3268.82	3.87473	0.0216278
ENSMUST00000163888	6427	6215.82	0	0
ENSMUST00000005722	6325	6113.82	1.13545	0.00338859
ENSMUST00000107885	1812	1600.82	217.002	2.47334
ENSMUST00000152091	2207	1995.82	410.347	3.75139
ENSMUST00000150335	485	276.416	1.32001	0.0871317
ENSMUST00000107882	1160	948.822	0	0
ENSMUST00000141311	835	623.87	25.9676	0.759452
ENSMUST00000107880	1745	1533.82	553.739	6.58708
ENSMUST00000136232	332	139.008	57.852	7.59346
ENSMUST00000132884	358	160.139	383	43.638
ENSMUST00000127783	750	538.91	29.2597	0.99064
ENSMUST00000142880	422	216.666	19.3758	1.63167
ENSMUST00000054343	1592	1380.82	1610.14	21.2759
ENSMUST00000015998	2037	1825.82	1	0.00999319
ENSMUST00000102829	2000	1788.82	138	1.40758
ENSMUST00000079847	2279	2067.82	3008.15	26.5429
ENSMUST00000039720	2258	2046.82	4339.89	38.6866
ENSMUST00000144175	847	635.87	55.9043	1.60413
ENSMUST00000055006	3906	3694.82	398.416	1.96746
ENSMUST00000072639	1929	1717.82	27.6794	0.293995
ENSMUST00000147942	709	498.075	0	0
ENSMUST00000108703	3574	3362.82	248.196	1.34665
ENSMUST00000128623	1741	1529.82	211.708	2.52498
ENSMUST00000169613	744	532.944	4074.61	139.498
ENSMUST00000094464	4349	4137.82	15.2372	0.0671887
ENSMUST00000122222	7926	7714.82	154.767	0.366028
ENSMUST00000128881	1531	1319.82	133.276	1.84246
ENSMUST00000140617	1140	928.822	0	0
ENSMUST00000147270	829	617.87	6.04196	0.17842
ENSMUST00000139806	3014	2802.82	26.1897	0.17049
ENSMUST00000111460	5561	5349.82	0	0
ENSMUST00000081790	5790	5578.82	4095.37	13.3941
ENSMUST00000166712	5700	5488.82	794.06	2.63959
ENSMUST00000091851	4594	4382.82	181.979	0.757581
ENSMUST00000162863	4828	4616.82	171.218	0.676658
ENSMUST00000159162	3514	3302.82	9.50408	0.0525034
ENSMUST00000160601	426	220.323	16.2062	1.3421
ENSMUST00000029404	6436	6224.82	0	0
ENSMUST00000169303	2478	2266.82	22	0.177079
ENSMUST00000142967	322	131.123	43.0004	5.98349
ENSMUST00000183520	975	763.822	258.501	6.17493
ENSMUST00000150776	1151	939.822	86.8443	1.686
ENSMUST00000015934	1173	961.822	691.077	13.1097
ENSMUST00000129822	860	648.87	39.2075	1.10249
ENSMUST00000147110	853	641.87	157.139	4.46683
ENSMUST00000128665	482	273.505	66.1826	4.4151
ENSMUST00000129682	389	186.859	9.11162	0.889701
ENSMUST00000133513	336	142.316	35.4728	4.54785
ENSMUST00000135033	250	81.2495	31.4417	7.06069
ENSMUST00000167661	1168	956.822	20.0836	0.382976
ENSMUST00000059145	3906	3694.82	4210.86	20.7941
ENSMUST00000084513	9103	8891.82	652.141	1.33818
ENSMUST00000033141	3940	3728.82	148.996	0.729062
ENSMUST00000111718	2027	1815.82	865.485	8.69659
ENSMUST00000111722	1232	1020.82	0	0
ENSMUST00000125677	679	468.169	896.348	34.9331
ENSMUST00000090732	3576	3364.82	338.084	1.83326
ENSMUST00000111714	3614	3402.82	102.636	0.550329
ENSMUST00000111711	3968	3756.82	432.705	2.10152
ENSMUST00000150261	3804	3592.82	531.797	2.70068
ENSMUST00000144775	425	219.423	0	0
ENSMUST00000028487	1492	1280.82	566.97	8.0767
ENSMUST00000111717	2962	2750.82	481.489	3.19364
ENSMUST00000022694	4129	3917.82	4666.55	21.7327
ENSMUST00000022695	4080	3868.82	1429	6.73933
ENSMUST00000110984	4187	3975.82	3186.56	14.6237
ENSMUST00000103027	4258	4046.82	318.023	1.43386
ENSMUST00000139905	725	513.978	26.2778	0.932839
ENSMUST00000136584	641	430.284	8.73273	0.370303
ENSMUST00000126757	2568	2356.82	780.967	6.046
ENSMUST00000031530	3204	2992.82	3549.43	21.6391
ENSMUST00000150708	648	437.284	15.0848	0.629417
ENSMUST00000128590	562	351.727	164.77	8.54744
ENSMUST00000128678	2330	2118.82	1054.04	9.07662
ENSMUST00000020827	4452	4240.82	1938.11	8.33856
ENSMUST00000125675	815	603.91	88.5238	2.67455
ENSMUST00000131246	382	180.571	24.3654	2.46199
ENSMUST00000078034	691	480.138	17.6014	0.668872
ENSMUST00000163661	2042	1830.82	0	0
ENSMUST00000072480	1982	1770.82	0	0
ENSMUST00000167200	1853	1641.82	4	0.0444525
ENSMUST00000066583	483	274.47	11.7938	0.78401
ENSMUST00000020537	2239	2027.82	60.1387	0.541111
ENSMUST00000109409	641	430.284	0	0
ENSMUST00000093219	1974	1762.82	10.8802	0.112613
ENSMUST00000153980	3236	3024.82	48.0158	0.289632
ENSMUST00000131752	5620	5408.82	3.38836	0.0114301
ENSMUST00000087864	7326	7114.82	1943.37	4.98372
ENSMUST00000025827	2619	2407.82	2210	16.7467
ENSMUST00000043848	4521	4309.82	15247	64.5487
ENSMUST00000040188	2669	2457.82	159.629	1.18502
ENSMUST00000177604	2605	2393.82	2299.37	17.5259
ENSMUST00000057134	2015	1803.82	60.9172	0.616182
ENSMUST00000062182	2474	2262.82	170.226	1.37258
ENSMUST00000042700	633	422.311	4900.39	211.719
ENSMUST00000025833	3635	3423.82	33.3723	0.177843
ENSMUST00000048453	3432	3220.82	161.311	0.913816
ENSMUST00000076451	685	474.169	267	10.274
ENSMUST00000085319	2504	2292.82	591.774	4.70921
ENSMUST00000025444	2618	2406.82	7237	54.8627
ENSMUST00000062148	793	581.91	864	27.0907
ENSMUST00000034610	1066	854.822	0	0
ENSMUST00000108995	643	432.284	200.629	8.46812
ENSMUST00000127687	1127	915.822	0	0
ENSMUST00000172025	192	49.4754	0	0
ENSMUST00000178236	1325	1113.82	17	0.278481
ENSMUST00000070210	2813	2601.82	7268	50.9683
ENSMUST00000159624	3276	3064.82	8.00509	0.0476566
ENSMUST00000160889	2694	2482.82	726.982	5.34245
ENSMUST00000159367	4103	3891.82	11.8375	0.0554969
ENSMUST00000061611	3995	3783.82	472.521	2.27852
ENSMUST00000159823	4792	4580.82	300.182	1.19565
ENSMUST00000162500	2913	2701.82	18.1845	0.122803
ENSMUST00000160891	518	308.555	8.35754	0.494206
ENSMUST00000162692	406	202.095	4.92965	0.445064
ENSMUST00000159066	503	293.828	0	0
ENSMUST00000063857	3146	2934.82	380.332	2.36452
ENSMUST00000151316	244	77.8958	1	0.234233
ENSMUST00000030269	3479	3267.82	173.486	0.968653
ENSMUST00000149168	2834	2622.82	124.088	0.863224
ENSMUST00000169885	1876	1664.82	0	0
ENSMUST00000136476	488	279.326	10.3288	0.674685
ENSMUST00000132043	1194	982.822	2.4447	0.0453852
ENSMUST00000169990	1344	1132.82	0	0
ENSMUST00000163288	2107	1895.82	0	0
ENSMUST00000123994	456	248.384	0	0
ENSMUST00000135769	370	170.245	0	0
ENSMUST00000170733	678	467.169	29.7205	1.16077
ENSMUST00000038368	934	722.87	111.928	2.82514
ENSMUST00000109824	1160	948.822	16.0722	0.309068
ENSMUST00000180181	222	65.177	1.5	0.419913
ENSMUST00000107176	2377	2165.82	545.027	4.59153
ENSMUST00000017868	2395	2183.82	941.362	7.86506
ENSMUST00000132040	882	670.87	844.836	22.9772
ENSMUST00000129160	857	645.87	0	0
ENSMUST00000131862	668	457.198	22.6926	0.905613
ENSMUST00000129995	672	461.169	25.4594	1.00728
ENSMUST00000140970	606	395.466	2.25681	0.104123
ENSMUST00000131117	542	332.102	10.0473	0.552003
ENSMUST00000149099	662	451.227	0	0
ENSMUST00000137179	654	443.256	0	0
ENSMUST00000154512	400	196.674	4.06514	0.37713
ENSMUST00000164750	2336	2124.82	528.253	4.53609
ENSMUST00000170021	389	186.859	0	0
ENSMUST00000183567	1675	1463.82	3.00037	0.0373981
ENSMUST00000122097	1497	1285.82	0	0
ENSMUST00000120959	1458	1246.82	0	0
ENSMUST00000120521	559	348.75	0	0
ENSMUST00000131229	652	441.284	1.59931	0.0661266
ENSMUST00000140983	875	663.87	0	0
ENSMUST00000113289	696	485.107	15.7302	0.591641
ENSMUST00000145782	2397	2185.82	170.622	1.42423
ENSMUST00000095044	2394	2182.82	0	0
ENSMUST00000183538	2361	2149.82	90.5428	0.768447
ENSMUST00000126636	438	231.57	6.4648	0.509372
ENSMUST00000149220	2322	2110.82	63.1727	0.54606
ENSMUST00000081879	2345	2133.82	218.956	1.87223
ENSMUST00000129165	355	157.693	4.24015	0.490604
ENSMUST00000143625	414	209.268	5	0.435942
ENSMUST00000128811	584	373.541	2.79224	0.136388
ENSMUST00000095045	2217	2005.82	490.919	4.4656
ENSMUST00000072111	2277	2065.82	171.003	1.51033
ENSMUST00000113290	2402	2190.82	0	0
ENSMUST00000164517	1863	1651.82	129.238	1.42754
ENSMUST00000097530	2689	2477.82	2500	18.4091
ENSMUST00000100848	607	396.441	140.108	6.44831
ENSMUST00000141387	4090	3878.82	79.0936	0.372052
ENSMUST00000156371	969	757.822	9.90643	0.238513
ENSMUST00000029486	3247	3035.82	0	0
ENSMUST00000058535	4222	4010.82	9.0047	0.0409636
ENSMUST00000149007	708	497.075	0	0
ENSMUST00000107876	1770	1558.82	672.188	7.86786
ENSMUST00000003044	2135	1923.82	696.859	6.6091
ENSMUST00000154968	213	60.0918	0	0
ENSMUST00000155050	986	774.822	103.785	2.44396
ENSMUST00000145850	1803	1591.82	391.061	4.48242
ENSMUST00000139003	758	546.91	91.4688	3.05154
ENSMUST00000124168	910	698.87	33.9667	0.886787
ENSMUST00000098478	1548	1336.82	0	0
ENSMUST00000123015	1517	1305.82	117.853	1.64672
ENSMUST00000152747	809	597.91	94.0426	2.8698
ENSMUST00000126860	672	461.169	10.718	0.424048
ENSMUST00000144669	435	228.735	14.0578	1.12137
ENSMUST00000159989	3361	3149.82	129	0.74725
ENSMUST00000130372	1088	876.822	0	0
ENSMUST00000108997	417	212.074	0	0
ENSMUST00000178443	1458	1246.82	0	0
ENSMUST00000141474	420	214.85	440.256	37.388
